#separator:tab
#html:true
"Required Inspections
<ul>
<li>A - <span class=""cloze"" data-cloze=""Annual"" data-ordinal=""1"">[...]</span></li>
<li>1 - <span class=""cloze-inactive"" data-ordinal=""2"">100 hour</span></li>
<li>T - <span class=""cloze-inactive"" data-ordinal=""3"">Transponder</span></li>
<li>A - <span class=""cloze-inactive"" data-ordinal=""4"">Altimeter</span></li>
<li>P - <span class=""cloze-inactive"" data-ordinal=""5"">Pitot-static</span></li>
<li>E - <span class=""cloze-inactive"" data-ordinal=""6"">ELT</span></li><li><span class=""cloze-inactive"" data-ordinal=""7"">50-hour oil change</span></li><li><span class=""cloze-inactive"" data-ordinal=""8"">Preflight</span></li>
</ul>"	"Required Inspections
<ul>
<li>A - <span class=""cloze"" data-ordinal=""1"">Annual</span></li>
<li>1 - <span class=""cloze-inactive"" data-ordinal=""2"">100 hour</span></li>
<li>T - <span class=""cloze-inactive"" data-ordinal=""3"">Transponder</span></li>
<li>A - <span class=""cloze-inactive"" data-ordinal=""4"">Altimeter</span></li>
<li>P - <span class=""cloze-inactive"" data-ordinal=""5"">Pitot-static</span></li>
<li>E - <span class=""cloze-inactive"" data-ordinal=""6"">ELT</span></li><li><span class=""cloze-inactive"" data-ordinal=""7"">50-hour oil change</span></li><li><span class=""cloze-inactive"" data-ordinal=""8"">Preflight</span></li>
</ul><br>
"
"The two parts of the ELT that must be inspected are the <span class=""cloze-inactive"" data-ordinal=""1"">antenna</span> and the <span class=""cloze"" data-cloze=""battery"" data-ordinal=""2"">[...]</span>."	"The two parts of the ELT that must be inspected are the <span class=""cloze-inactive"" data-ordinal=""1"">antenna</span> and the <span class=""cloze"" data-ordinal=""2"">battery</span>.<br>
"
"FAR Part <span class=""cloze"" data-cloze=""61"" data-ordinal=""1"">[...]</span> covers <span class=""cloze-inactive"" data-ordinal=""2"">Certification of Pilots and Instructors</span>"	"FAR Part <span class=""cloze"" data-ordinal=""1"">61</span> covers <span class=""cloze-inactive"" data-ordinal=""2"">Certification of Pilots and Instructors</span><br>
"
"FAR Part <span class=""cloze-inactive"" data-ordinal=""1"">61</span> covers <span class=""cloze"" data-cloze=""Certification&#x20;of&#x20;Pilots&#x20;and&#x20;Instructors"" data-ordinal=""2"">[...]</span>"	"FAR Part <span class=""cloze-inactive"" data-ordinal=""1"">61</span> covers <span class=""cloze"" data-ordinal=""2"">Certification of Pilots and Instructors</span><br>
"
"FAR Part <span class=""cloze"" data-cloze=""91"" data-ordinal=""1"">[...]</span> covers <span class=""cloze-inactive"" data-ordinal=""2"">General Operating</span> and <span class=""cloze-inactive"" data-ordinal=""3"">Flight Rules</span>"	"FAR Part <span class=""cloze"" data-ordinal=""1"">91</span> covers <span class=""cloze-inactive"" data-ordinal=""2"">General Operating</span> and <span class=""cloze-inactive"" data-ordinal=""3"">Flight Rules</span><br>
"
"FAR Part <span class=""cloze-inactive"" data-ordinal=""1"">91</span> covers <span class=""cloze"" data-cloze=""General&#x20;Operating"" data-ordinal=""2"">[...]</span> and <span class=""cloze-inactive"" data-ordinal=""3"">Flight Rules</span>"	"FAR Part <span class=""cloze-inactive"" data-ordinal=""1"">91</span> covers <span class=""cloze"" data-ordinal=""2"">General Operating</span> and <span class=""cloze-inactive"" data-ordinal=""3"">Flight Rules</span><br>
"
"An instrument rating is required<div><br /></div><div>1. <span class=""cloze"" data-cloze=""Any&#x20;flight&#x20;conducted&#x20;under&#x20;IFR"" data-ordinal=""1"">[...]</span></div><div>2.&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Weather below VFR minimums in controlled airspace</span></div><div>3.&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Class A</span></div><div>4.&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Special VFR at night</span></div>"	"An instrument rating is required<div><br /></div><div>1. <span class=""cloze"" data-ordinal=""1"">Any flight conducted under IFR</span></div><div>2.&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Weather below VFR minimums in controlled airspace</span></div><div>3.&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Class A</span></div><div>4.&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Special VFR at night</span></div><br>
"
"An instrument rating is required<div><br /></div><div>1. <span class=""cloze-inactive"" data-ordinal=""1"">Any flight conducted under IFR</span></div><div>2.&nbsp;<span class=""cloze"" data-cloze=""Weather&#x20;below&#x20;VFR&#x20;minimums&#x20;in&#x20;controlled&#x20;airspace"" data-ordinal=""2"">[...]</span></div><div>3.&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Class A</span></div><div>4.&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Special VFR at night</span></div>"	"An instrument rating is required<div><br /></div><div>1. <span class=""cloze-inactive"" data-ordinal=""1"">Any flight conducted under IFR</span></div><div>2.&nbsp;<span class=""cloze"" data-ordinal=""2"">Weather below VFR minimums in controlled airspace</span></div><div>3.&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Class A</span></div><div>4.&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Special VFR at night</span></div><br>
"
"An instrument rating is required<div><br /></div><div>1. <span class=""cloze-inactive"" data-ordinal=""1"">Any flight conducted under IFR</span></div><div>2.&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Weather below VFR minimums in controlled airspace</span></div><div>3.&nbsp;<span class=""cloze"" data-cloze=""Class&#x20;A"" data-ordinal=""3"">[...]</span></div><div>4.&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Special VFR at night</span></div>"	"An instrument rating is required<div><br /></div><div>1. <span class=""cloze-inactive"" data-ordinal=""1"">Any flight conducted under IFR</span></div><div>2.&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Weather below VFR minimums in controlled airspace</span></div><div>3.&nbsp;<span class=""cloze"" data-ordinal=""3"">Class A</span></div><div>4.&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Special VFR at night</span></div><br>
"
"An instrument rating is required<div><br /></div><div>1. <span class=""cloze-inactive"" data-ordinal=""1"">Any flight conducted under IFR</span></div><div>2.&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Weather below VFR minimums in controlled airspace</span></div><div>3.&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Class A</span></div><div>4.&nbsp;<span class=""cloze"" data-cloze=""Special&#x20;VFR&#x20;at&#x20;night"" data-ordinal=""4"">[...]</span></div>"	"An instrument rating is required<div><br /></div><div>1. <span class=""cloze-inactive"" data-ordinal=""1"">Any flight conducted under IFR</span></div><div>2.&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Weather below VFR minimums in controlled airspace</span></div><div>3.&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Class A</span></div><div>4.&nbsp;<span class=""cloze"" data-ordinal=""4"">Special VFR at night</span></div><br>
"
"Airworthiness Required Documents<div><br /></div><div>A -&nbsp;<span class=""cloze"" data-cloze=""Airworthiness&#x20;Certificate"" data-ordinal=""1"">[...]</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Registration Certificate</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Radio Station License</span></div><div>O -&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Operating Limitations</span></div><div>W -&nbsp;<span class=""cloze-inactive"" data-ordinal=""5"">Weight &amp; Balance</span></div>"	"Airworthiness Required Documents<div><br /></div><div>A -&nbsp;<span class=""cloze"" data-ordinal=""1"">Airworthiness Certificate</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Registration Certificate</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Radio Station License</span></div><div>O -&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Operating Limitations</span></div><div>W -&nbsp;<span class=""cloze-inactive"" data-ordinal=""5"">Weight &amp; Balance</span></div><br>
"
"Airworthiness Required Documents<div><br /></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Airworthiness Certificate</span></div><div>R -&nbsp;<span class=""cloze"" data-cloze=""Registration&#x20;Certificate"" data-ordinal=""2"">[...]</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Radio Station License</span></div><div>O -&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Operating Limitations</span></div><div>W -&nbsp;<span class=""cloze-inactive"" data-ordinal=""5"">Weight &amp; Balance</span></div>"	"Airworthiness Required Documents<div><br /></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Airworthiness Certificate</span></div><div>R -&nbsp;<span class=""cloze"" data-ordinal=""2"">Registration Certificate</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Radio Station License</span></div><div>O -&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Operating Limitations</span></div><div>W -&nbsp;<span class=""cloze-inactive"" data-ordinal=""5"">Weight &amp; Balance</span></div><br>
"
"Airworthiness Required Documents<div><br /></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Airworthiness Certificate</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Registration Certificate</span></div><div>R -&nbsp;<span class=""cloze"" data-cloze=""Radio&#x20;Station&#x20;License"" data-ordinal=""3"">[...]</span></div><div>O -&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Operating Limitations</span></div><div>W -&nbsp;<span class=""cloze-inactive"" data-ordinal=""5"">Weight &amp; Balance</span></div>"	"Airworthiness Required Documents<div><br /></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Airworthiness Certificate</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Registration Certificate</span></div><div>R -&nbsp;<span class=""cloze"" data-ordinal=""3"">Radio Station License</span></div><div>O -&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Operating Limitations</span></div><div>W -&nbsp;<span class=""cloze-inactive"" data-ordinal=""5"">Weight &amp; Balance</span></div><br>
"
"Airworthiness Required Documents<div><br /></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Airworthiness Certificate</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Registration Certificate</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Radio Station License</span></div><div>O -&nbsp;<span class=""cloze"" data-cloze=""Operating&#x20;Limitations"" data-ordinal=""4"">[...]</span></div><div>W -&nbsp;<span class=""cloze-inactive"" data-ordinal=""5"">Weight &amp; Balance</span></div>"	"Airworthiness Required Documents<div><br /></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Airworthiness Certificate</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Registration Certificate</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Radio Station License</span></div><div>O -&nbsp;<span class=""cloze"" data-ordinal=""4"">Operating Limitations</span></div><div>W -&nbsp;<span class=""cloze-inactive"" data-ordinal=""5"">Weight &amp; Balance</span></div><br>
"
"Airworthiness Required Documents<div><br /></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Airworthiness Certificate</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Registration Certificate</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Radio Station License</span></div><div>O -&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Operating Limitations</span></div><div>W -&nbsp;<span class=""cloze"" data-cloze=""Weight&#x20;&amp;amp&#x3B;&#x20;Balance"" data-ordinal=""5"">[...]</span></div>"	"Airworthiness Required Documents<div><br /></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Airworthiness Certificate</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Registration Certificate</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Radio Station License</span></div><div>O -&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Operating Limitations</span></div><div>W -&nbsp;<span class=""cloze"" data-ordinal=""5"">Weight &amp; Balance</span></div><br>
"
"FAR&nbsp;<span class=""cloze"" data-cloze=""91&#x2E;205"" data-ordinal=""1"">[...]</span> covers&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Instruments and Equipment Required for IFR</span>"	"FAR&nbsp;<span class=""cloze"" data-ordinal=""1"">91.205</span> covers&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Instruments and Equipment Required for IFR</span><br>
"
"FAR&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">91.205</span> covers&nbsp;<span class=""cloze"" data-cloze=""Instruments&#x20;and&#x20;Equipment&#x20;Required&#x20;for&#x20;IFR"" data-ordinal=""2"">[...]</span>"	"FAR&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">91.205</span> covers&nbsp;<span class=""cloze"" data-ordinal=""2"">Instruments and Equipment Required for IFR</span><br>
"
"Required IFR instruments and equipment:<div><br /></div><div>G -&nbsp;<span class=""cloze"" data-cloze=""Generator&#x20;or&#x20;alternator"" data-ordinal=""1"">[...]</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Rate of turn indicator or turn coordinator</span></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Altimeter, sensitive</span></div><div>B -&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Ball, inclinometer</span></div><div>C -&nbsp;<span class=""cloze-inactive"" data-ordinal=""5"">Clock, digital display or sweep second hand</span></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""6"">Attitude indicator</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""7"">Radios, nav and comm</span></div><div>D -&nbsp;<span class=""cloze-inactive"" data-ordinal=""8"">Directional Gyro or Heading Indicator</span></div>"	"Required IFR instruments and equipment:<div><br /></div><div>G -&nbsp;<span class=""cloze"" data-ordinal=""1"">Generator or alternator</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Rate of turn indicator or turn coordinator</span></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Altimeter, sensitive</span></div><div>B -&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Ball, inclinometer</span></div><div>C -&nbsp;<span class=""cloze-inactive"" data-ordinal=""5"">Clock, digital display or sweep second hand</span></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""6"">Attitude indicator</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""7"">Radios, nav and comm</span></div><div>D -&nbsp;<span class=""cloze-inactive"" data-ordinal=""8"">Directional Gyro or Heading Indicator</span></div><br>
"
"Required IFR instruments and equipment:<div><br /></div><div>G -&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Generator or alternator</span></div><div>R -&nbsp;<span class=""cloze"" data-cloze=""Rate&#x20;of&#x20;turn&#x20;indicator&#x20;or&#x20;turn&#x20;coordinator"" data-ordinal=""2"">[...]</span></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Altimeter, sensitive</span></div><div>B -&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Ball, inclinometer</span></div><div>C -&nbsp;<span class=""cloze-inactive"" data-ordinal=""5"">Clock, digital display or sweep second hand</span></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""6"">Attitude indicator</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""7"">Radios, nav and comm</span></div><div>D -&nbsp;<span class=""cloze-inactive"" data-ordinal=""8"">Directional Gyro or Heading Indicator</span></div>"	"Required IFR instruments and equipment:<div><br /></div><div>G -&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Generator or alternator</span></div><div>R -&nbsp;<span class=""cloze"" data-ordinal=""2"">Rate of turn indicator or turn coordinator</span></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""3"">Altimeter, sensitive</span></div><div>B -&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Ball, inclinometer</span></div><div>C -&nbsp;<span class=""cloze-inactive"" data-ordinal=""5"">Clock, digital display or sweep second hand</span></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""6"">Attitude indicator</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""7"">Radios, nav and comm</span></div><div>D -&nbsp;<span class=""cloze-inactive"" data-ordinal=""8"">Directional Gyro or Heading Indicator</span></div><br>
"
"Required IFR instruments and equipment:<div><br /></div><div>G -&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Generator or alternator</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Rate of turn indicator or turn coordinator</span></div><div>A -&nbsp;<span class=""cloze"" data-cloze=""Altimeter&#x2C;&#x20;sensitive"" data-ordinal=""3"">[...]</span></div><div>B -&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Ball, inclinometer</span></div><div>C -&nbsp;<span class=""cloze-inactive"" data-ordinal=""5"">Clock, digital display or sweep second hand</span></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""6"">Attitude indicator</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""7"">Radios, nav and comm</span></div><div>D -&nbsp;<span class=""cloze-inactive"" data-ordinal=""8"">Directional Gyro or Heading Indicator</span></div>"	"Required IFR instruments and equipment:<div><br /></div><div>G -&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Generator or alternator</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">Rate of turn indicator or turn coordinator</span></div><div>A -&nbsp;<span class=""cloze"" data-ordinal=""3"">Altimeter, sensitive</span></div><div>B -&nbsp;<span class=""cloze-inactive"" data-ordinal=""4"">Ball, inclinometer</span></div><div>C -&nbsp;<span class=""cloze-inactive"" data-ordinal=""5"">Clock, digital display or sweep second hand</span></div><div>A -&nbsp;<span class=""cloze-inactive"" data-ordinal=""6"">Attitude indicator</span></div><div>R -&nbsp;<span class=""cloze-inactive"" data-ordinal=""7"">Radios, nav and comm</span></div><div>D -&nbsp;<span class=""cloze-inactive"" data-ordinal=""8"">Directional Gyro or Heading Indicator</span></div><br>
"
